,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
Phil Jagielka,CB,52.38095238,82.95454545,72.72727273,50,25,62,49,81,81,84,79,74,51,81,39,78,55,71,66,60,64,74,83,64,51,83,79,69,30,54,55,31,68,44,32,32,38,33,34
Stefano Sorrentino,GK,59.52380952,86.36363636,90.90909091,50,0,20,12,11,13,10,22,71,10,25,34,66,11,36,34,33,41,28,74,48,52,74,10,21,10,13,14,11,20,18,83,80,65,82,80
Gareth Barry,CDM,52.38095238,78.40909091,81.81818182,50,25,76,68,79,80,80,80,78,58,82,74,81,80,83,74,32,34,79,77,63,52,70,74,77,56,71,78,78,72,65,7,7,9,13,12
Gianluigi Donnarumma,GK,83.33333333,90.90909091,0,50,0,26,20,12,16,14,30,72,14,26,50,60,12,30,24,46,50,34,68,38,60,68,12,24,12,18,12,14,24,8,73,85,72,73,87
Ní©lson Semedo,RB,38.0952381,64.77272727,22.72727273,50,50,75,77,74,77,75,75,81,73,74,60,74,75,70,53,90,92,88,59,83,88,80,58,68,50,52,60,30,38,42,14,16,10,12,12
Florin Andone,ST,50,77.27272727,22.72727273,50,50,76,73,27,38,52,81,83,84,51,67,86,62,62,53,81,79,87,75,69,79,79,76,79,79,74,54,55,74,77,15,8,11,6,6
Omar Al Soma,ST,73.80952381,70.45454545,45.45454545,75,75,76,71,35,34,33,67,79,77,43,70,71,66,69,64,79,76,81,83,74,74,75,77,84,80,76,69,74,74,67,12,9,15,7,13
Victor Nilsson Lindelí_f,CB,61.9047619,79.54545455,18.18181818,50,25,60,59,79,76,79,81,79,43,81,55,70,48,67,60,66,68,78,79,47,55,81,79,61,33,47,35,36,55,31,7,12,8,16,9
Rí_ben Semedo,CB,66.66666667,84.09090909,18.18181818,50,25,65,63,76,76,78,87,75,51,80,48,69,38,65,60,68,76,78,86,52,65,88,75,72,43,58,22,26,38,51,7,10,13,14,15
Rafa,LM,21.42857143,60.22727273,22.72727273,75,75,80,84,23,31,38,40,81,82,43,75,77,74,75,63,91,92,68,30,85,91,65,56,71,65,66,76,56,59,64,12,9,11,11,8
Dani Garcí_a,CDM,45.23809524,73.86363636,36.36363636,50,50,81,65,65,75,77,85,68,58,82,74,71,55,85,81,58,47,86,73,69,66,64,46,74,49,54,61,57,58,37,6,6,14,14,11
Lisandro Lí_pez,CB,61.9047619,79.54545455,40.90909091,50,25,68,61,77,80,78,80,79,38,81,41,75,33,66,58,64,69,73,80,55,66,88,82,69,50,44,37,32,48,59,6,14,8,12,13
Stanislav Kritsyuk,GK,73.80952381,85.22727273,36.36363636,25,0,23,13,18,13,15,27,73,18,16,35,24,20,31,21,49,47,37,67,41,36,69,17,22,19,14,12,20,14,12,76,78,73,79,81
Gayíæ,LB,26.19047619,61.36363636,13.63636364,50,25,76,77,77,79,76,74,78,72,76,70,70,81,78,75,85,88,77,61,82,81,75,60,58,56,59,80,49,52,59,12,13,9,10,9
Marco Benassi,CM,54.76190476,79.54545455,18.18181818,50,50,78,78,64,73,76,74,75,77,75,75,75,72,82,76,69,69,83,78,67,75,69,72,82,63,79,71,65,51,70,12,11,5,7,14
Elseid Hysaj,RB,50,68.18181818,22.72727273,75,25,74,72,77,80,80,79,78,63,78,56,73,76,74,68,79,84,85,69,69,76,69,66,68,47,43,40,30,40,40,9,12,14,6,11
Alessio Romagnoli,CB,57.14285714,73.86363636,18.18181818,50,25,66,58,82,78,82,82,74,26,80,40,72,36,66,66,65,69,74,78,55,59,74,76,60,20,46,36,24,34,24,8,9,12,14,9
Luciano Vietto,ST,28.57142857,68.18181818,22.72727273,50,75,85,86,23,32,40,66,82,83,35,73,71,66,79,59,78,75,69,57,87,79,74,69,70,82,75,83,70,69,81,8,14,8,14,12
Arrizabalaga,GK,64.28571429,82.95454545,18.18181818,75,0,16,10,19,16,18,18,74,15,21,55,26,25,32,36,34,33,37,51,39,36,69,17,25,11,14,25,19,24,23,76,77,75,81,80
Edin ViÅçÛˆa,RM,26.19047619,60.22727273,40.90909091,75,50,79,81,28,43,32,47,80,80,49,69,77,76,75,62,91,87,75,53,88,92,70,45,79,80,77,70,56,75,73,12,8,14,14,16
Daniele Baselli,CM,50,68.18181818,31.81818182,50,50,83,80,58,61,63,62,75,75,66,80,74,74,82,78,72,72,76,65,75,79,69,64,76,65,81,79,73,71,73,7,11,13,12,6
Arkadiusz Milik,ST,59.52380952,77.27272727,22.72727273,50,25,76,71,29,32,34,67,75,79,36,60,72,58,63,62,73,75,77,74,63,69,62,74,83,84,78,71,74,79,76,15,9,16,16,6
Åæime Vrsaljko,RB,50,75,31.81818182,50,25,75,72,77,75,78,70,77,65,79,68,67,82,74,68,82,83,88,73,72,67,84,69,75,44,58,70,57,52,53,10,15,10,11,12
Eric Botteghin,CB,76.19047619,89.77272727,50,25,25,64,44,83,74,83,76,69,30,79,32,53,30,59,62,38,34,72,90,39,36,79,78,59,25,40,25,43,52,25,14,15,13,12,15
John Stones,CB,64.28571429,73.86363636,18.18181818,50,25,79,70,80,81,83,73,77,48,77,59,81,62,80,71,75,75,80,78,57,64,72,77,46,29,38,46,29,37,27,10,7,11,15,8
Jannik Vestergaard,CB,90.47619048,100,27.27272727,50,25,56,49,74,77,82,81,74,43,81,50,70,46,69,61,47,46,63,94,29,31,34,86,81,34,47,41,40,43,39,15,16,11,11,10
Simone Zaza,ST,59.52380952,82.95454545,31.81818182,50,50,77,76,28,36,36,78,69,83,34,66,68,52,65,45,77,78,69,80,68,77,85,80,82,80,76,68,56,80,76,7,7,9,13,9
Sergi Darder,CM,45.23809524,69.31818182,22.72727273,75,50,85,79,65,71,66,71,76,76,69,82,84,61,84,78,63,55,67,68,77,77,54,50,70,56,67,60,55,55,47,14,7,6,10,6
Thomas Meunier,RB,69.04761905,88.63636364,31.81818182,75,50,77,79,76,77,79,73,79,74,74,71,75,79,77,72,72,81,90,86,49,64,72,71,79,71,76,69,56,65,68,6,8,15,13,9
Federico Ferníçndez,CB,69.04761905,82.95454545,45.45454545,25,25,66,39,82,78,79,78,72,36,82,44,72,23,70,56,54,53,68,79,48,48,76,80,27,26,29,49,42,42,21,14,12,13,12,12
Faouzi Ghoulam,LB,64.28571429,79.54545455,36.36363636,75,25,75,74,74,78,79,74,78,64,74,58,72,80,74,70,77,84,91,75,62,69,73,70,80,54,69,73,68,76,52,8,12,8,7,13
Gabriel,CB,57.14285714,70.45454545,36.36363636,25,25,65,60,80,80,83,78,78,51,79,61,61,67,69,69,68,72,74,77,71,69,75,77,61,51,57,55,46,51,48,15,15,15,6,7
Lorenzo Tonelli,CB,52.38095238,77.27272727,40.90909091,50,25,58,54,84,80,82,85,76,23,82,30,74,40,54,54,75,77,68,77,79,73,81,76,52,25,25,38,17,35,33,11,13,13,11,6
Benjamin Lecomte,GK,59.52380952,77.27272727,31.81818182,50,0,23,11,11,12,11,23,73,10,24,41,38,13,17,21,44,40,34,55,25,36,60,10,18,11,10,20,19,20,10,77,81,83,74,83
Lucas Digne,LB,40.47619048,72.72727273,22.72727273,50,50,79,73,74,81,77,75,76,67,77,72,71,78,80,69,81,82,81,72,80,70,75,64,77,52,69,68,57,58,45,6,6,9,12,13
Paco Alcíçcer,ST,35.71428571,69.31818182,22.72727273,75,50,79,72,26,26,21,59,86,87,26,63,66,53,72,51,74,73,66,63,78,76,75,77,80,81,68,66,59,71,82,8,12,14,14,5
Andrí© Andrí©,CM,30.95238095,62.5,40.90909091,75,50,80,79,63,67,75,80,77,79,80,76,83,68,82,78,74,73,75,64,74,74,70,65,75,75,75,78,61,86,65,9,9,15,11,7
Florian Lejeune,CB,69.04761905,80.68181818,31.81818182,50,25,66,55,76,73,82,87,67,46,81,40,70,51,74,67,49,58,75,90,59,60,72,75,72,50,66,47,41,43,42,12,11,15,15,7
Nicolíçs Lodeiro,CAM,21.42857143,67.04545455,45.45454545,75,75,83,78,29,31,41,59,76,76,42,82,77,78,81,75,75,69,87,60,79,79,71,42,71,65,79,81,77,76,63,7,12,11,16,15
Jeffrey Bruma,CB,66.66666667,88.63636364,31.81818182,50,25,63,59,76,78,81,81,68,49,74,61,67,40,75,76,62,69,67,90,47,52,80,81,86,38,65,43,66,39,34,12,11,16,16,13
Gil,CB,73.80952381,84.09090909,50,50,25,68,51,82,82,82,81,74,26,78,44,75,47,65,69,53,71,71,86,40,41,60,75,69,28,41,39,34,42,23,11,9,6,11,14
Jeroen Zoet,GK,66.66666667,85.22727273,36.36363636,75,0,34,15,16,16,18,18,75,11,21,57,61,17,37,38,57,45,44,63,42,54,57,19,25,12,17,13,16,27,19,78,80,77,76,82
Eliaquim Mangala,CB,61.9047619,84.09090909,36.36363636,75,25,50,46,78,82,80,89,54,39,78,47,71,58,60,58,71,77,77,88,64,65,86,80,67,27,48,47,48,46,44,10,10,6,13,14
Balenziaga,LB,38.0952381,75,50,75,25,78,67,79,80,81,76,73,54,77,62,63,81,75,72,75,77,87,72,68,68,78,70,61,41,54,76,33,44,48,6,15,7,10,11
Rafael,RB,26.19047619,77.27272727,36.36363636,50,50,78,77,77,82,77,87,77,77,74,63,76,79,76,69,84,79,83,72,83,78,80,62,70,49,66,75,51,58,59,12,14,6,7,8
Jonathas,ST,69.04761905,85.22727273,45.45454545,50,25,78,72,24,32,24,79,74,81,28,65,75,61,63,46,72,77,66,87,53,59,75,78,85,80,73,40,38,78,74,10,7,15,8,6
Aleksandar DragoviÛˆ,CB,59.52380952,78.40909091,36.36363636,75,25,68,62,80,77,84,69,75,65,85,67,72,49,69,62,69,74,73,80,64,67,80,76,69,41,53,32,61,65,37,13,10,11,7,8
Nicolas Nkoulou,CB,45.23809524,76.13636364,40.90909091,50,25,76,64,79,78,79,77,70,54,76,67,77,60,77,76,73,75,68,75,78,68,82,74,58,33,46,37,28,50,64,15,6,6,7,7
Volkan Babacan,GK,73.80952381,86.36363636,45.45454545,25,0,19,14,12,15,22,29,67,17,27,43,41,12,34,29,49,61,38,61,50,58,74,16,14,15,12,16,12,12,14,82,81,68,77,80
Seydou Doumbia,ST,42.85714286,76.13636364,50,50,75,77,80,34,37,39,65,80,78,29,74,81,46,74,65,90,92,84,67,70,70,83,73,79,79,75,79,71,79,78,6,12,13,15,12
Artem Dzyuba,ST,83.33333333,92.04545455,45.45454545,50,50,78,71,25,19,15,75,76,83,30,79,70,61,71,55,69,73,83,93,37,50,60,88,79,78,66,65,60,77,72,11,15,11,12,8
Maurí_cio,CB,57.14285714,76.13636364,45.45454545,50,25,55,50,80,79,79,84,74,32,78,46,74,40,67,62,69,69,74,80,60,58,88,78,56,42,53,44,45,52,51,7,11,8,15,8
Kieran Gibbs,LB,42.85714286,68.18181818,40.90909091,25,50,75,74,78,80,79,72,81,65,79,69,77,76,74,65,79,83,77,69,74,73,70,68,72,47,65,64,52,63,47,9,6,8,11,15
Roberto,GK,73.80952381,86.36363636,59.09090909,25,0,31,12,15,18,15,29,81,17,24,45,59,15,39,38,45,48,32,80,40,68,74,19,36,14,11,14,14,19,13,78,80,74,72,82
Maximiliano Pereira,RB,28.57142857,71.59090909,63.63636364,50,25,76,77,77,82,80,91,76,71,78,65,74,78,76,70,77,76,88,68,83,76,76,67,76,58,60,66,50,63,57,10,16,6,8,9
Sidnei,CB,59.52380952,81.81818182,40.90909091,25,25,76,69,80,79,82,77,75,44,80,44,71,56,71,68,51,59,71,88,46,51,63,74,61,46,50,36,39,58,43,9,10,12,16,14
William Vainqueur,CDM,42.85714286,71.59090909,45.45454545,50,25,76,70,74,73,77,85,78,56,83,66,78,64,77,74,75,69,82,87,73,66,73,62,76,50,62,52,45,32,56,11,15,15,8,12
Fabricio,GK,57.14285714,64.77272727,50,50,0,35,25,18,11,14,33,77,14,26,55,65,15,43,44,66,63,42,58,54,64,79,14,25,14,14,19,15,22,13,77,77,79,80,78
Pontus Wernbloom,CDM,61.9047619,85.22727273,54.54545455,25,25,74,65,77,80,79,89,77,70,82,69,66,58,75,72,54,58,93,83,55,53,49,87,81,60,72,53,32,66,46,13,14,13,9,9
David Ospina,GK,52.38095238,79.54545455,45.45454545,50,0,32,12,10,12,13,20,70,16,25,40,29,11,36,32,34,34,29,38,50,44,75,15,35,10,12,10,13,26,12,77,83,78,71,84
Valter Birsa,CAM,54.76190476,80.68181818,54.54545455,50,50,84,82,31,28,34,55,76,75,41,81,79,78,80,76,74,76,68,78,68,68,68,60,84,64,83,78,78,76,73,5,3,5,5,3
Marcano,CB,61.9047619,76.13636364,50,50,25,65,54,80,77,81,78,68,40,81,48,68,49,73,67,67,71,70,76,56,57,73,83,65,42,42,39,37,35,35,14,8,7,16,16
Simon Mignolet,GK,76.19047619,87.5,50,25,0,24,14,13,16,14,34,75,16,21,40,66,11,39,34,55,59,31,72,42,28,69,16,45,11,16,16,12,41,16,73,80,65,74,84
Sergio Romero,GK,73.80952381,87.5,54.54545455,50,0,25,12,14,15,11,33,79,11,21,44,52,11,38,36,47,44,35,75,44,52,63,12,14,14,11,12,13,16,17,76,76,81,73,83
Castíçn,CB,59.52380952,79.54545455,54.54545455,25,25,63,55,82,78,82,80,74,22,82,37,75,34,58,64,65,69,55,83,59,54,81,76,63,21,36,31,24,40,22,9,5,4,6,10
Diego Valeri,CAM,40.47619048,73.86363636,54.54545455,50,50,78,76,30,30,33,53,80,83,36,82,80,78,78,76,69,67,69,64,73,73,68,68,79,70,84,80,79,71,68,10,15,8,15,12
Danilo,CB,57.14285714,73.86363636,63.63636364,50,25,60,45,86,82,84,78,74,25,86,42,74,30,60,64,55,55,55,76,60,50,76,72,72,23,49,34,38,50,22,5,11,11,8,6
Nicolíçs Pareja,CB,47.61904762,72.72727273,68.18181818,50,25,78,59,77,76,80,83,82,43,80,56,83,65,81,82,52,41,52,77,61,45,69,80,77,51,69,70,78,69,49,14,14,15,14,13
Nicolas Lombaerts,CB,64.28571429,82.95454545,63.63636364,25,25,59,55,81,77,81,71,72,39,79,48,76,63,75,73,33,48,70,82,54,56,77,83,67,38,53,59,57,48,43,15,16,6,10,13
Giuseppe Rossi,ST,28.57142857,70.45454545,54.54545455,50,50,86,83,14,20,24,24,76,82,18,76,82,68,76,66,83,82,59,55,86,84,65,63,74,84,80,78,72,87,80,10,4,12,9,4
Llorente,ST,80.95238095,90.90909091,63.63636364,50,25,77,67,15,15,25,71,80,85,25,70,84,44,71,49,52,57,63,91,33,40,56,90,79,78,64,57,40,70,80,4,2,3,2,2
Bafí©timbi Gomis,ST,54.76190476,76.13636364,59.09090909,50,25,76,72,39,35,32,52,76,79,38,69,82,61,73,46,66,70,66,85,58,59,73,81,84,80,75,61,62,83,79,9,14,9,11,13
Mathieu Debuchy,RB,38.0952381,75,59.09090909,50,50,74,72,78,78,79,80,72,64,75,64,76,79,75,73,75,72,83,71,74,76,81,74,74,59,68,74,61,66,62,15,8,7,9,10
Jefferson Farfíçn,RM,40.47619048,84.09090909,63.63636364,50,50,79,80,17,29,43,73,76,77,39,78,80,80,77,73,82,83,75,78,66,75,65,58,81,75,74,81,80,79,69,12,15,5,12,15
Scott Dann,CB,80.95238095,77.27272727,54.54545455,50,25,66,38,80,78,80,73,77,36,80,55,80,30,63,65,49,54,74,82,56,50,72,85,52,40,32,30,29,30,29,7,6,15,10,9
Hilton,CB,45.23809524,77.27272727,95.45454545,50,25,74,65,80,80,80,76,75,50,82,67,75,62,75,77,54,64,75,76,60,65,80,79,55,45,59,42,48,64,51,12,12,11,7,13
Pablo Batalla,CAM,21.42857143,65.90909091,68.18181818,75,75,78,80,31,31,45,74,78,75,42,81,75,80,83,80,74,72,76,65,86,83,72,79,72,73,72,76,78,82,72,12,8,14,12,11
Gaí‚l Clichy,LB,35.71428571,62.5,59.09090909,75,25,76,71,76,79,81,55,72,66,76,59,73,75,64,69,80,83,82,66,75,77,70,70,52,34,43,64,38,45,59,11,10,9,11,6
Klaas-Jan Huntelaar,ST,59.52380952,82.95454545,68.18181818,75,50,75,69,20,23,33,69,81,81,27,61,80,63,73,44,64,67,65,76,62,65,77,80,81,81,78,73,64,56,83,9,7,6,12,11
Luisí£o,CB,76.19047619,93.18181818,81.81818182,25,25,58,50,74,81,84,81,63,36,79,48,71,50,65,58,32,38,57,90,32,34,61,82,73,45,45,36,48,66,57,10,14,7,14,12
Vasiliy Berezutskiy,CB,66.66666667,87.5,72.72727273,50,25,49,45,85,80,83,80,67,37,78,62,75,59,74,79,52,59,73,85,45,34,72,78,71,23,41,51,43,45,39,16,7,11,15,7
Igor Denisov,CDM,35.71428571,68.18181818,63.63636364,50,25,78,73,80,73,81,87,75,64,76,72,76,67,80,74,73,73,90,62,75,77,70,59,67,63,68,62,54,62,60,13,13,15,7,12
Alexandr Samedov,RM,38.0952381,73.86363636,63.63636364,50,50,78,74,52,47,52,73,78,77,42,80,74,80,80,69,81,80,82,68,71,78,64,59,73,74,75,86,79,81,61,11,8,8,8,12
Jesí_s Navas,RM,21.42857143,56.81818182,59.09090909,50,50,80,82,27,26,20,50,77,74,33,74,70,77,76,74,89,88,79,34,87,87,62,47,75,61,70,80,46,56,75,7,10,15,10,13
Marcelo Barovero,GK,50,72.72727273,68.18181818,50,0,12,19,14,14,16,34,76,17,16,51,51,14,36,23,35,35,34,43,59,32,77,13,14,13,19,19,19,20,18,80,78,69,75,80
Lisandro Lí_pez,ST,30.95238095,72.72727273,72.72727273,75,75,80,77,25,24,55,57,76,81,59,71,79,66,75,68,75,80,82,73,79,82,79,76,77,79,75,76,73,84,74,13,8,11,10,6
Guillermo Ochoa,GK,57.14285714,76.13636364,59.09090909,50,0,18,10,11,12,10,19,74,16,23,48,57,15,31,32,47,50,34,56,61,65,75,19,25,12,11,14,17,16,16,78,76,78,69,87
Bruno Alves,CB,66.66666667,80.68181818,77.27272727,50,25,70,68,80,72,79,90,73,52,72,58,82,67,68,75,62,55,68,88,63,65,92,79,83,62,78,77,80,75,60,9,15,16,13,15
Burak YÛ±lmaz,ST,64.28571429,80.68181818,59.09090909,50,50,65,69,20,26,29,85,81,86,33,62,65,68,66,60,83,82,68,77,48,72,66,72,85,82,73,66,75,79,77,8,14,11,15,12
Diego Benaglio,GK,78.57142857,89.77272727,68.18181818,50,0,22,16,10,14,13,38,78,7,22,37,65,14,32,31,42,44,43,76,47,44,71,15,22,12,14,15,13,23,12,79,77,61,80,75
Zoran ToÅçiÛˆ,RM,23.80952381,69.31818182,50,50,75,82,80,34,37,46,63,76,76,36,75,67,70,78,72,82,78,80,48,82,85,75,52,74,77,80,82,81,67,68,8,7,15,13,13
Maxwell,LB,35.71428571,71.59090909,77.27272727,25,50,83,75,81,75,78,71,77,71,78,74,81,86,82,82,71,74,83,70,72,76,72,68,71,71,72,72,52,59,70,13,7,16,6,6
Tim Howard,GK,71.42857143,88.63636364,90.90909091,50,0,29,13,11,14,12,32,79,13,22,52,61,16,33,32,50,48,26,71,50,48,73,12,26,13,15,14,14,33,12,75,78,73,76,78
Denys Boyko,GK,78.57142857,81.81818182,50,50,0,22,16,9,11,12,38,79,9,12,42,66,11,29,41,49,48,33,81,28,60,75,18,38,18,17,11,14,15,7,76,77,68,71,83
Miguel Almirí_n,CAM,38.0952381,57.95454545,22.72727273,50,50,75,73,38,68,73,55,82,72,60,78,69,68,80,70,90,88,71,56,82,88,70,47,69,67,72,69,60,58,75,13,6,13,9,12
Andrí© Silva,ST,57.14285714,78.40909091,13.63636364,50,50,78,77,34,35,40,76,79,83,55,66,70,59,67,58,78,85,85,76,73,77,84,77,76,75,66,69,33,77,74,11,14,7,13,8
Soares,ST,61.9047619,81.81818182,36.36363636,50,25,77,75,18,22,28,84,78,81,38,58,67,52,63,54,83,84,84,85,77,74,76,76,77,79,65,68,40,68,69,7,8,7,9,7
Marcos Acuí±a,LM,26.19047619,76.13636364,31.81818182,50,50,76,79,53,54,58,74,72,66,63,78,76,84,76,71,85,84,89,70,84,81,69,55,77,61,82,78,78,43,67,13,8,13,14,14
Jorge Merí©,CB,50,76.13636364,4.545454545,50,25,69,37,80,81,79,75,76,25,79,34,46,30,72,62,72,68,67,71,74,67,80,80,48,22,27,34,33,51,33,8,15,11,12,8
Cheikh N'Doye,CM,73.80952381,90.90909091,59.09090909,25,25,77,66,82,68,81,83,79,76,75,74,55,68,79,82,56,60,91,94,43,48,80,88,79,73,69,60,49,57,55,15,8,14,13,8
Josí© Izquierdo,LW,23.80952381,73.86363636,27.27272727,50,75,78,83,18,15,21,27,71,75,37,72,73,70,69,63,94,93,84,63,83,90,72,60,78,71,77,75,34,58,54,7,13,12,8,13
Sebastiíçn Torrico,GK,59.52380952,84.09090909,86.36363636,50,0,22,17,14,15,14,20,72,13,21,37,26,18,23,18,48,49,25,58,51,32,60,14,24,20,12,14,21,21,18,80,77,75,72,80
Wendell,LB,35.71428571,65.90909091,22.72727273,25,50,77,79,71,80,78,87,73,69,76,69,72,76,75,65,87,86,77,64,78,77,68,52,60,37,59,66,72,46,32,14,8,6,12,14
Jemerson,CB,54.76190476,76.13636364,27.27272727,25,25,56,50,77,78,80,72,77,26,80,46,63,30,70,60,70,65,63,77,58,64,83,78,45,23,35,26,26,54,31,13,7,9,15,10
Lucas Alario,ST,40.47619048,64.77272727,27.27272727,50,50,77,74,23,16,19,72,69,85,19,64,66,48,68,48,73,70,71,79,70,69,91,81,74,80,62,49,40,70,78,15,8,7,15,15
Duvíçn Zapata,ST,66.66666667,88.63636364,31.81818182,75,25,76,72,20,22,24,58,74,78,20,47,73,44,64,38,69,78,69,90,58,65,79,78,86,81,64,46,64,64,76,6,9,8,9,8
Alex Telles,LB,47.61904762,69.31818182,27.27272727,25,50,76,77,75,76,77,69,78,72,76,67,75,81,74,77,82,84,82,60,70,80,76,66,75,50,67,84,75,63,66,11,13,12,8,14
Timo Werner,ST,45.23809524,73.86363636,13.63636364,75,50,77,78,17,19,20,63,80,80,35,57,64,69,74,55,92,90,78,59,77,79,77,65,71,82,64,62,42,63,72,15,9,8,9,9
Paulo Oliveira,CB,61.9047619,81.81818182,31.81818182,25,25,65,60,78,76,81,71,76,30,78,41,67,36,69,49,66,68,75,79,53,52,86,77,61,25,29,33,29,45,36,12,14,11,8,7
Rachid Ghezzal,RW,50,62.5,27.27272727,50,75,82,84,42,47,42,52,65,75,50,77,69,74,78,71,79,77,70,61,76,78,62,56,74,74,77,80,74,65,59,7,12,15,6,15
Grimaldo,LB,35.71428571,69.31818182,13.63636364,25,50,79,81,72,76,74,65,81,72,74,60,74,78,73,68,87,86,82,64,71,85,64,52,73,49,68,75,80,51,56,7,7,10,13,13
Kevin Wimmer,CB,61.9047619,93.18181818,27.27272727,50,25,67,63,78,78,81,76,78,30,79,59,75,52,74,70,64,70,63,80,61,59,73,75,40,21,25,24,28,35,27,12,13,15,10,11
Tiago Volpi,GK,57.14285714,89.77272727,36.36363636,25,0,24,16,17,12,10,24,75,10,15,39,50,20,31,26,59,58,36,72,47,63,72,13,74,14,14,65,69,21,20,77,83,62,69,82
Michael Keane,CB,64.28571429,81.81818182,27.27272727,50,25,65,59,80,78,81,64,70,23,81,52,75,51,73,70,72,67,79,84,59,46,80,81,54,41,43,32,25,48,30,14,16,8,7,11
Santiago Gentiletti,CB,54.76190476,78.40909091,63.63636364,25,25,65,60,80,78,80,80,76,29,79,52,74,49,63,67,69,69,55,79,62,61,78,76,78,13,48,61,63,43,30,6,14,12,9,14
Raí_l Jimí©nez,ST,69.04761905,75,31.81818182,75,50,75,74,29,28,36,75,77,85,41,71,73,69,71,67,77,78,78,78,53,84,70,82,78,75,69,70,45,86,79,14,7,13,11,10
Míçrio Rui,LB,21.42857143,60.22727273,31.81818182,50,25,75,73,74,77,75,73,75,59,73,60,73,77,73,71,88,84,92,55,92,88,92,60,69,27,73,63,60,60,53,8,13,9,5,14
Rodrigo Moledo,CB,64.28571429,84.09090909,50,25,25,65,52,76,73,79,87,66,43,77,42,62,35,60,58,64,67,60,91,44,60,76,75,60,35,33,52,44,45,22,7,8,7,13,8
Agustí_n Marchesí_n,GK,64.28571429,85.22727273,50,50,0,20,24,14,15,15,27,75,18,15,65,49,18,37,34,49,52,38,59,60,68,75,11,12,14,12,16,15,14,15,80,73,74,75,81
ÅÅukasz Teodorczyk,ST,57.14285714,75,31.81818182,25,25,72,69,13,20,22,76,74,83,24,65,77,58,69,64,75,77,79,77,58,63,74,80,77,82,69,50,49,65,76,7,15,7,11,14
Bruno,CB,57.14285714,86.36363636,36.36363636,50,25,64,34,80,76,85,81,66,36,74,35,40,21,65,68,34,51,76,92,32,32,65,75,66,23,22,49,31,42,23,13,12,8,9,8
Nicolai JíŸrgensen,ST,69.04761905,86.36363636,36.36363636,50,50,80,78,33,24,36,60,74,76,31,75,68,68,73,63,76,78,84,81,64,66,72,71,80,78,77,69,64,72,73,9,6,14,8,7
John Guidetti,ST,57.14285714,78.40909091,27.27272727,50,50,83,76,20,25,26,75,76,78,34,60,78,67,70,53,65,66,64,82,58,65,68,67,85,79,80,68,80,81,77,6,12,14,13,11
Bruno Martins Indi,CB,57.14285714,79.54545455,31.81818182,50,25,64,53,78,78,82,86,70,42,76,35,66,71,69,69,58,63,73,85,64,53,58,73,56,40,40,30,38,38,34,15,11,7,9,6
Mathew Ryan,GK,54.76190476,81.81818182,27.27272727,75,0,24,13,16,17,20,43,77,13,20,53,70,23,40,45,44,45,34,64,50,51,65,14,35,11,30,23,12,25,23,74,81,81,75,79
Rogelio Funes Mori,ST,54.76190476,80.68181818,36.36363636,75,50,76,75,47,44,45,80,75,80,49,72,76,65,70,65,83,77,83,77,73,79,82,76,75,81,68,75,58,70,74,6,8,15,10,15
Mexer,CB,57.14285714,77.27272727,45.45454545,50,25,66,59,79,77,80,78,77,43,79,60,72,40,75,55,68,69,74,79,64,67,75,76,49,44,59,55,32,38,50,11,10,7,14,11
Teí_filo Gutií©rrez,ST,40.47619048,81.81818182,59.09090909,50,50,83,78,13,20,26,77,77,81,25,76,82,73,77,69,66,67,68,76,74,76,80,73,78,80,76,67,63,72,75,6,14,11,13,13
Charlie Austin,ST,64.28571429,84.09090909,40.90909091,25,25,74,66,31,22,37,67,78,83,47,61,78,56,59,46,66,74,74,81,55,65,82,81,83,82,71,59,43,77,72,9,9,7,11,13
Borja Bastí_n,ST,71.42857143,81.81818182,27.27272727,75,25,80,69,14,24,32,61,78,83,23,65,70,51,66,44,58,67,60,89,41,61,56,77,81,78,73,68,46,72,80,9,6,10,9,13
Sergi Enrich,ST,47.61904762,76.13636364,40.90909091,50,50,79,73,26,22,42,66,82,85,42,63,65,65,69,61,60,67,77,80,65,68,76,80,73,81,67,55,47,63,79,14,8,8,8,6
Thomas Delaney,CM,50,69.31818182,31.81818182,100,25,77,72,72,74,77,78,77,74,74,76,80,67,78,76,71,74,89,78,72,70,82,75,78,71,70,71,68,60,61,14,8,11,12,15
Davy Prí_pper,CM,57.14285714,70.45454545,31.81818182,50,50,82,73,55,54,70,76,77,67,62,83,74,58,78,71,66,71,91,69,64,72,70,65,82,66,84,74,71,69,72,9,16,16,8,6
Cenk Tosun,ST,52.38095238,77.27272727,31.81818182,75,50,76,74,13,15,34,72,78,80,31,61,74,64,70,60,74,73,74,80,66,76,80,82,80,78,73,72,73,82,76,12,12,12,14,9
Koen Casteels,GK,85.71428571,86.36363636,27.27272727,50,0,23,14,12,17,19,33,78,15,16,38,50,15,35,37,44,46,44,72,43,50,58,14,21,15,18,20,13,20,13,75,80,74,69,82
Fontíæs,CB,59.52380952,89.77272727,40.90909091,50,25,68,58,78,78,82,77,77,43,81,56,60,60,79,82,33,32,35,83,43,55,54,73,58,45,47,58,52,52,46,16,16,11,14,9
